109.521244,1180.766382
111.579505,1093.406626
108.074302,1107.56004
110.636316,1202.305821
101.724343,1095.933703
111.923104,1119.439156
103.878809,1101.401207
108.553076,1131.77587
112.974034,1102.80653
104.72542,1161.521233
112.936953,1122.677647
106.943416,1163.381369
111.635984,1084.85739
111.020539,1101.043753
111.290595,1193.02122
108.686681,1160.487901
106.365771,1171.088822
104.968317,1148.519572
113.264894,1095.398713
110.550035,1185.726912
113.080423,1116.530307
110.613535,1106.481489
101.40001,1188.483386
111.478437,1111.572995
111.726244,1094.54785
106.025415,1179.555284
112.721111,1082.55639
106.417832,1145.316425
111.948522,1091.214134
109.699939,1147.201671
100.196597,1172.04829
106.234924,1204.425628
113.169958,1117.41803
112.260396,1093.454007
112.664018,1096.865497
114.122609,1114.182908
112.037488,1104.946385
106.230634,1119.407981
106.279926,1085.030673
112.930552,1107.750319
112.291832,1106.690586
110.850494,1102.966557
104.86538,1197.30979
111.976346,1130.185217
113.385975,1087.033683
108.030706,1142.388357
105.908421,1154.221304
110.066004,1103.597008
104.505815,1152.404923
104.624301,1150.426399
111.500004,1142.198752
109.762416,1163.529223
108.559475,1150.265015
113.795274,1086.566413
109.651176,1144.907416
102.991943,1170.483802
107.932222,1086.135254
111.932706,1107.466315
107.730794,1121.334735
110.08831,1165.1099
111.807141,1094.313384
104.163275,1148.841287
105.575099,1147.591292
113.33305,1103.551023
111.300015,1099.991625
107.70004,1109.778108
108.665264,1164.094563
111.372116,1093.864304
110.296491,1101.028438
103.751636,1166.295455
108.841882,1165.607159
112.007084,1085.795666
105.412151,1191.286619
108.979119,1108.504838
109.929748,1114.398562
104.481503,1167.532778
112.83127,1089.061709
111.62193,1096.444426
102.490294,1121.314056
106.206672,1143.06541
112.846223,1104.867414
105.532993,1083.382224
107.221226,1134.963649
111.951973,1093.182528
110.817922,1103.543542
104.716124,1165.901001
105.209775,1169.53145
106.206695,1113.493522
107.745659,1160.216267
107.592774,1166.092797
106.57734,1161.200671
102.52778,1175.288446
106.275573,1183.202062
102.670529,1125.246775
107.104733,1188.520867
113.743301,1099.290548
114.328347,1173.769164
113.180363,1101.422704
111.881473,1101.722066
105.394154,1177.802089
105.5252,1156.391191
112.863683,1097.321917
107.057643,1165.005489
110.559001,1116.740058
107.337744,1146.781979
104.921353,1175.375021
112.820667,1077.442488
110.965782,1106.975914
107.940896,1159.828598
108.486563,1152.749496
110.46971,1110.752067
110.343091,1079.614286
113.319499,1116.718319
110.115217,1155.783543
110.045441,1168.405336
109.908574,1189.70292
113.090155,1085.583891
107.12339,1093.884415
104.609769,1128.394724
113.717205,1117.51071
110.923874,1089.874004
107.301818,1179.151297
106.400919,1134.47865
105.864448,1172.402061
105.282071,1203.298965
111.99525,1087.943189
111.92889,1086.809091
109.516949,1173.822795
107.899607,1123.240971
111.242917,1145.284798
113.120949,1101.844781
112.940432,1106.516943
112.194038,1104.557933
105.798557,1211.760107
109.334654,1115.007274
107.152669,1097.395598
104.933089,1134.21477
106.922306,1126.123456
112.432203,1087.509647
110.234851,1099.158373
105.027737,1140.134055
105.726422,1152.575536
106.830015,1176.10616
112.003212,1084.305707
99.338624,1153.791142
110.57162,1142.892915
112.270831,1100.015753
108.362071,1154.106307
106.219264,1162.483345
108.051497,1120.070121
106.456536,1174.526987
109.749911,1167.107274
108.252157,1164.40453
109.419602,1121.813361
104.418395,1165.186179
110.592298,1119.525231
110.846297,1091.538669
110.76998,1101.376606
103.895035,1143.230514
102.548258,1059.346575
101.950429,1157.073994
112.732303,1092.944898
101.789078,1149.278877
108.105166,1139.226203
111.389459,1096.941136
109.341163,1126.642612
104.896237,1193.498993
111.039692,1148.654894
106.69798,1145.181836
113.838187,1104.304387
111.029427,1132.90241
112.970948,1107.783747
110.234081,1103.944217
112.010679,1101.035322
107.643229,1152.80711
111.302557,1090.713833
111.402864,1097.425444
112.449598,1095.013767
104.408892,1195.223053
111.314596,1119.360975
111.368799,1091.505242
111.248494,1095.897996
106.821424,1088.046667
113.992435,1099.677864
109.993459,1112.004015
101.51307,1185.885264
110.717928,1135.108587
112.166543,1113.211386
107.817657,1164.110599
99.190554,1146.173918
105.842216,1153.316649
111.834362,1101.15567
103.22305,1195.872748
113.197724,1094.012231
111.319178,1092.039975
106.951292,1173.094721
110.252255,1101.800301
112.021029,1149.369414
108.784699,1225.059918
111.592743,1107.364997
104.171912,1151.982278
104.512938,1150.123331
109.714499,1143.230362
105.37366,1164.798092
112.072889,1114.727443
110.856071,1161.197386
113.973933,1103.475524
103.57492,1128.317778
104.341689,1171.238844
103.563689,1178.853505
